"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 296.30","52","209","Miramonte","3","0","4","6","","$2,198,000","02/19/2015","8,100","ML81451389","Mountain View","1,122.02","02/25/2015","$2,400,000","2,139","Sold","1902 Adams Court","1963","94040","R1-85"
"$ 223.40","52","209","Miramonte","2","0","4","13","","$1,798,000","03/28/2013","8,505","ML81309752","Mountain View","1,010.10","04/10/2013","$1,900,000","1,881","Sold","1867 LIMETREE Lane","1961","94040","R18L"
"$ 234.01","52","208","Grant","2","0","3","8","","$1,725,000","10/23/2014","8,034","ML81438146","Mountain View","1,002.67","10/31/2014","$1,880,000","1,875","Sold","127 WAVERLY Place","1962","94040","R1-8L"
"$ 158.92","52","209","Miramonte","2","0","3","7","","$1,325,000","06/23/2010","8,715","ML81031110","Mountain View","839.39","06/30/2010","$1,385,000","1,650","Sold","1887 APPLETREE Lane","1958","94040","R18L"
"$ 157.74","52","203","North Shoreline","2","0","3","10","","$975,000","03/18/2014","8,400","ML81408659","Mountain View","1,017.67","03/28/2014","$1,325,000","1,302","Sold","870 SAN ARDO Way","1962","94043","R1"
"$ 133.03","52","205","Thompson","2","0","4","473","","$899,000","03/10/2010","6,758","ML81011331","Mountain View","472.16","","","1,904","Canceled","2486 WHITNEY Drive","1959","94043","R2"
"$ 86.42","52","205","Thompson","2","0","3","5","","$819,000","08/12/2010","10,137","ML81039959","Mountain View","768.42","08/17/2010","$876,000","1,140","Sold","2539 MARDELL Way","1958","94043","R1"
"$ 170.00","52","205","Thompson","2","0","3","10","","$815,000","06/20/2011","5,000","ML81127410","Mountain View","745.61","06/30/2011","$850,000","1,140","Sold","318 ANNA Avenue","1959","94043","R1"
"$ 101.19","52","200","Whisman","2","0","4","44","","$850,000","02/28/2013","8,400","ML81306207","Mountain View","415.04","04/13/2013","$850,000","2,048","Sold","590 LAMBERT Way","1961","94043","R32"
"$ 114.58","52","205","Thompson","2","0","3","31","","$825,000","05/10/2011","7,200","ML81120777","Mountain View","723.68","","","1,140","Canceled","2414 MARCELYN Avenue","1959","94043","R1"
"$ 156.80","52","205","Thompson","2","0","3","6","","$779,000","06/02/2010","5,000","ML81027318","Mountain View","644.74","06/08/2010","$784,000","1,216","Sold","2551 MARDELL Way","1958","94043","R1"
"$ 156.00","52","205","Thompson","2","0","3","91","","$819,000","01/27/2011","5,000","ML81103794","Mountain View","513.16","04/28/2011","$780,000","1,520","Sold","384 ANNA Avenue","1959","94043","R1"
"$ 153.60","52","205","Thompson","2","0","3","31","","$783,800","05/11/2010","5,000","ML81023150","Mountain View","519.97","06/11/2010","$768,000","1,477","Sold","2516 MARDELL Way","1958","94043","R1"
"$ 151.00","52","205","Thompson","2","0","3","14","","$759,000","04/15/2010","5,000","ML81018231","Mountain View","620.89","04/29/2010","$755,000","1,216","Sold","2517 MARDELL Way","1958","94043","R1"
"$ 176.47","52","207","Downtown Mountain View","2","0","3","58","","$768,000","04/14/2011","4,250","ML81116369","Mountain View","433.78","06/11/2011","$750,000","1,729","Sold","1451 CALIFORNIA Street","1959","94041","R1"
"$ 57.05","52","203","North Shoreline","2","0","4","246","","$700,000","05/06/2013","11,832","ML81315358","Mountain View","428.30","01/07/2014","$675,000","1,576","Sold","837 SAN LUPPE Drive","1962","94043","R1"
"$ 229.51","53","203","North Shoreline","2","0","4","9","","$1,100,000","01/20/2015","6,100","ML81447450","Mountain View","1,007.92","01/29/2015","$1,400,000","1,389","Sold","764 San Lucas Avenue","1962","94043","R1"
"$ 116.32","53","208","Grant","2","1","4","14","","$1,198,000","10/07/2010","9,900","ML81049066","Mountain View","506.19","10/21/2010","$1,151,575","2,275","Sold","13366 PASTEL Lane","1957","94040","R110"
"$ 215.00","53","205","Thompson","3","0","5","20","","$1,048,000","06/05/2012","5,000","ML81221439","Mountain View","441.66","06/25/2012","$1,075,000","2,434","Sold","2552 DELL Avenue","1959","94043","R1"
"$ 192.80","53","208","Grant","2","0","3","8","","$1,050,000","01/26/2011","5,544","ML81103552","Mountain View","663.91","02/03/2011","$1,068,888","1,610","Sold","2313 CAROL Avenue","1958","94040","R175"
"$ 189.99","53","205","Thompson","2","0","4","43","","$949,950","07/26/2012","5,000","ML81227990","Mountain View","490.68","","","1,936","Canceled","2555 DELL Avenue","1959","94043","R1"
"$ 142.50","53","205","Thompson","2","0","3","7","","$829,000","06/01/2011","6,000","ML81124377","Mountain View","703.13","06/08/2011","$855,000","1,216","Sold","2500 MARDELL Way","1958","94043","R1"
"$ 131.56","53","205","Thompson","2","0","3","9","","$849,000","02/17/2011","6,400","ML81107248","Mountain View","651.70","02/26/2011","$842,000","1,292","Sold","2366 LIDA Drive","1958","94043","R1"
"$ 159.80","53","205","Thompson","2","0","3","28","","$799,000","08/02/2011","5,000","ML81133754","Mountain View","700.88","","","1,140","Canceled","2503 MARDELL Way","1958","94043","R1"
"$ 154.60","53","205","Thompson","2","0","3","7","","$699,000","07/12/2012","5,000","ML81226069","Mountain View","635.69","07/19/2012","$773,000","1,216","Sold","2546 DELL Avenue","1959","94043","R1"
"$ 111.40","53","203","North Shoreline","2","0","4","375","","$725,000","04/26/2012","5,700","ML81215495","Mountain View","539.97","05/06/2013","$635,000","1,176","Sold","330 MOFFETT Boulevard","1960","94043","CRA"
"$ 226.60","54","209","Miramonte","3","0","4","8","","$1,598,000","07/10/2012","8,610","ML81225706","Mountain View","801.23","07/18/2012","$1,951,000","2,435","Sold","1866 APPLETREE Lane","1958","94040","R18L"
"$ 188.78","54","203","North Shoreline","3","1","3","96","","$1,938,000","05/08/2013","10,266","ML81315884","Mountain View","1,094.92","","","1,770","Expired","721 CENTRAL Avenue","1959","94043","CRA"
"$ 169.82","54","209","Miramonte","3","0","4","17","","$1,850,000","06/14/2013","11,100","ML81321165","Mountain View","725.00","07/01/2013","$1,885,000","2,600","Sold","1880 FORDHAM Way","1959","94040","R19L"
"$ 151.53","54","209","Miramonte","2","0","3","7","","$1,250,000","08/30/2012","10,064","ML81232264","Mountain View","953.13","09/06/2012","$1,525,000","1,600","Sold","1779 FORDHAM Way","1958","94040","R1"
"$ 173.52","54","209","Miramonte","2","0","3","28","","$1,345,000","09/15/2010","7,665","ML81045474","Mountain View","718.53","10/13/2010","$1,330,000","1,851","Sold","1826 WALNUT Drive","1956","94040","R1"
"$ 171.30","54","209","Miramonte","2","0","3","7","","$1,198,000","05/12/2010","7,665","ML81023431","Mountain View","1,025.78","05/19/2010","$1,313,000","1,280","Sold","1848 APPLETREE Lane","1956","94040","R1"
"$ 112.70","54","208","Grant","4","0","5","41","","$1,300,000","08/05/2010","11,180","ML81038739","Mountain View","479.63","09/15/2010","$1,260,000","2,627","Sold","22526 SLEEPER Avenue","1956","94040","R110"
"$ 237.37","54","205","Thompson","2","0","3","8","","$929,000","04/09/2013","4,950","ML81311358","Mountain View","932.54","04/17/2013","$1,175,000","1,260","Sold","2448 ELKA Avenue","1959","94043","R1"
"$ 112.65","54","208","Grant","2","0","3","41","","$1,225,000","09/15/2010","10,404","ML81045647","Mountain View","637.64","10/26/2010","$1,171,980","1,838","Sold","13080 LORENE Court","1956","94040","R110"
"$ 105.88","54","208","Grant","2","0","3","12","","$1,169,000","09/15/2010","10,625","ML81045584","Mountain View","648.79","09/27/2010","$1,125,000","1,734","Sold","13363 PASTEL Lane","1956","94040","R110"
"$ 173.00","54","205","Thompson","2","0","3","6","","$949,000","08/29/2013","6,000","ML81331868","Mountain View","853.62","09/04/2013","$1,038,000","1,216","Sold","2549 DELL Avenue","1959","94043","R1"
"$ 200.00","54","205","Thompson","2","0","3","7","","$839,000","08/22/2012","5,000","ML81231360","Mountain View","822.37","08/29/2012","$1,000,000","1,216","Sold","2563 MARDELL Way","1958","94043","R1"
"$ 184.20","54","205","Thompson","2","0","3","7","","$849,999","12/05/2012","5,000","ML81242499","Mountain View","757.40","12/12/2012","$921,000","1,216","Sold","2502 MARDELL Way","1958","94043","R1"
"$ 144.17","54","205","Thompson","2","0","3","8","","$839,000","05/12/2010","6,000","ML81023393","Mountain View","612.61","05/20/2010","$865,000","1,412","Sold","156 PALMER Avenue","1956","94043","R1"
"$ 123.57","54","205","Thompson","2","0","3","35","","$849,000","06/08/2010","7,000","ML81028681","Mountain View","598.62","07/13/2010","$865,000","1,445","Sold","191 THOMPSON Square","1956","94043","R1"
"$ 171.00","54","205","Thompson","2","0","3","6","","$839,000","06/14/2012","5,000","ML81222461","Mountain View","703.13","06/20/2012","$855,000","1,216","Sold","2507 MARDELL Way","1958","94043","R1"
"$ 103.20","54","200","Whisman","1","1","4","14","","$838,888","08/01/2013","8,164","ML81328011","Mountain View","429.63","08/15/2013","$842,500","1,961","Sold","32 ANNIE LAURIE Street","1959","94043","R2"
"$ 150.86","54","205","Thompson","2","0","3","8","","$790,000","03/09/2010","5,336","ML81011217","Mountain View","706.14","03/17/2010","$805,000","1,140","Sold","2449 BETLO Avenue","1956","94043","R1"
"$ 97.87","54","200","Whisman","1","1","4","22","","$799,000","05/17/2013","8,164","ML81317116","Mountain View","587.07","","","1,361","Canceled","32 ANNIE LAURIE Street","1959","94043","R2"
"$ 158.70","54","205","Thompson","2","0","4","13","","$799,900","06/17/2010","5,000","ML81030125","Mountain View","652.55","06/30/2010","$793,500","1,216","Sold","354 ANNA Avenue","1956","94043","R1"
"$ 155.00","54","205","Thompson","2","0","3","140","","$769,000","09/29/2011","5,000","ML81141679","Mountain View","679.82","12/20/2011","$775,000","1,140","Sold","2503 MARDELL Way","1958","94043","R1"
"$ 145.71","54","205","Thompson","2","0","3","15","","$749,000","10/14/2010","5,250","ML81050065","Mountain View","629.11","10/29/2010","$765,000","1,216","Sold","2459 ELKA Avenue","1956","94043","R1"
"$ 130.57","54","203","North Shoreline","2","0","3","14","","$699,888","10/13/2010","5,300","ML81049985","Mountain View","461.95","11/24/2010","$692,000","1,498","Sold","1658 MORGAN Street","1956","94043","R1"
"$ 91.46","54","205","Thompson","2","0","4","48","","$675,000","11/03/2011","7,140","ML81146226","Mountain View","537.01","12/21/2011","$653,000","1,216","Sold","2529 MARDELL Way","1958","94043","R1"
"$ 109.57","54","206","San Antonio","2","0","3","36","","$625,000","05/04/2011","5,704","ML81119758","Mountain View","615.76","","","1,015","Canceled","148 COLLEGE Street","1957","94040","R1"
"$ 104.70","54","206","San Antonio","2","0","3","66","","$597,200","08/01/2011","5,704","ML81133672","Mountain View","588.37","","","1,015","Canceled","148 COLLEGE Street","1957","94040","R1"
"$ 74.51","54","206","San Antonio","1","0","3","7","","$449,900","11/08/2010","5,704","ML81053464","Mountain View","418.72","11/15/2010","$425,000","1,015","Sold","148 COLLEGE Street","1957","94040","R1"
"$ 126.87","55","209","Miramonte","3","0","4","21","","$1,698,000","05/04/2011","13,100","ML81119704","Mountain View","604.36","05/25/2011","$1,662,000","2,750","Sold","1758 LEMONTREE Court","1956","94040","R1"
"$ 180.92","55","207","Downtown Mountain View","2","0","4","11","","$1,375,000","12/12/2013","7,600","ML81342968","Mountain View","982.14","","","1,400","Canceled","536 MCCARTY Avenue","1958","94041","R1"
"$ 250.37","55","205","Thompson","2","0","3","8","","$998,000","03/25/2014","5,400","ML81409657","Mountain View","829.45","04/02/2014","$1,352,000","1,630","Sold","2464 ELKA Avenue","1959","94043","R1"
"$ 192.15","55","209","Miramonte","2","1","4","54","","$1,249,000","04/08/2010","6,500","ML81016834","Mountain View","625.13","","","1,998","Canceled","1576 BEGEN Avenue","1955","94040","R1"
"$ 173.83","55","208","Grant","2","0","4","7","","$950,000","05/17/2012","6,984","ML81218578","Mountain View","779.20","05/24/2012","$1,214,000","1,558","Sold","321 SLEEPER Avenue","1957","94040","R175"
"$ 142.09","55","200","Whisman","3","0","5","7","","$1,150,000","02/14/2014","8,164","ML81404550","Mountain View","591.53","02/21/2014","$1,160,000","1,961","Sold","32 ANNIE LAURIE Street","1959","94043","R2"
"$ 157.19","55","205","Thompson","2","0","4","40","","$1,150,000","10/17/2014","7,316","ML81437525","Mountain View","603.99","","","1,904","Canceled","2488 WHITNEY Drive","1959","94043","R2"
"$ 111.25","55","209","Miramonte","3","0","5","59","","$1,178,000","08/05/2010","10,000","ML81038708","Mountain View","623.25","10/03/2010","$1,112,500","1,785","Sold","743 CORNELIA Court","1955","94040","R1"
"$ 184.67","55","209","Miramonte","2","1","6","8","","$1,098,000","06/24/2010","6,000","ML81031394","Mountain View","535.27","07/02/2010","$1,108,000","2,070","Sold","1526 ALISON Avenue","1955","94040","R1"
"$ 167.38","55","209","Miramonte","2","1","4","33","","$1,088,000","12/09/2010","6,500","ML81057188","Mountain View","676.20","","","1,609","Canceled","680 HANS Avenue","1956","94040","R2"
"$ 167.38","55","209","Miramonte","2","1","3","43","","$1,088,000","01/11/2011","6,500","ML81101214","Mountain View","676.20","","","1,609","Canceled","680 HANS Avenue","1956","94040","R2"
"$ 176.23","55","209","Miramonte","2","0","3","9","","$1,099,000","11/03/2010","6,100","ML81052962","Mountain View","772.83","11/12/2010","$1,075,000","1,391","Sold","1611 BEGEN Avenue","1955","94040","R1"
"$ 163.38","55","209","Miramonte","2","1","4","108","","$1,059,000","01/21/2011","6,500","ML81102993","Mountain View","660.03","03/27/2011","$1,061,995","1,609","Sold","680 HANS Avenue","1956","94040","R2"
"$ 132.63","55","207","Downtown Mountain View","2","0","4","3","","$900,000","10/15/2013","7,600","ML81337901","Mountain View","720.00","10/18/2013","$1,008,000","1,400","Sold","536 MCCARTY Avenue","1958","94041","R1"
"$ 140.42","55","209","Miramonte","2","0","3","15","","$995,000","10/28/2010","7,168","ML81052110","Mountain View","854.41","11/12/2010","$1,006,500","1,178","Sold","743 LEONA Lane","1955","94040","R1"
"$ 167.50","55","209","Miramonte","2","0","3","8","","$949,500","04/14/2010","6,000","ML81018050","Mountain View","656.01","04/22/2010","$1,005,000","1,532","Sold","1522 MONTALTO Drive","1955","94040","R1"
"$ 156.35","55","209","Miramonte","2","0","3","7","","$985,000","09/21/2011","6,300","ML81140748","Mountain View","676.05","09/28/2011","$985,000","1,457","Sold","1163 PHYLLIS Court","1956","94040","R1"
"$ 140.71","55","208","Grant","2","0","3","54","","$1,100,000","10/17/2011","7,000","ML81144070","Mountain View","612.94","12/10/2011","$985,000","1,607","Sold","161 EUNICE Avenue","1956","94040","R175"
"$ 160.83","55","209","Miramonte","2","0","3","8","","$949,500","04/14/2010","6,000","ML81018187","Mountain View","819.19","04/22/2010","$965,000","1,178","Sold","1542 ALISON Avenue","1955","94040","R1"
"$ 160.17","55","209","Miramonte","2","0","4","10","","$888,000","10/05/2010","6,000","ML81048862","Mountain View","644.97","10/15/2010","$961,000","1,490","Sold","1525 MONTALTO Drive","1955","94040","R1"
"$ 136.94","55","209","Miramonte","2","1","3","98","","$1,048,000","07/07/2010","7,000","ML81033613","Mountain View","563.88","10/13/2010","$958,600","1,700","Sold","1033 CUESTA Drive","1955","94040","R1"
"$ 176.30","55","207","Downtown Mountain View","2","0","3","6","","$925,000","06/14/2012","5,400","ML81222480","Mountain View","603.30","06/20/2012","$952,000","1,578","Sold","65 DALMA Drive","1957","94041","R1"
"$ 178.24","55","209","Miramonte","2","0","3","21","","$968,000","04/08/2010","5,330","ML81016861","Mountain View","757.58","04/29/2010","$950,000","1,254","Sold","1162 PHYLLIS Court","1955","94040","R1"
"$ 168.46","55","209","Miramonte","2","0","3","8","","$948,000","03/17/2010","5,580","ML81012664","Mountain View","688.64","03/25/2010","$940,000","1,365","Sold","1141 KATIE Court","1955","94040","R1"
"$ 176.36","55","209","Miramonte","2","0","3","8","","$939,000","05/19/2010","5,330","ML81024721","Mountain View","697.85","05/27/2010","$940,000","1,347","Sold","1083 PETIE Way","1955","94040","R1"
"$ 188.00","55","205","Thompson","2","0","4","8","","$928,888","08/02/2013","5,000","ML81328346","Mountain View","762.99","08/10/2013","$940,000","1,232","Sold","2556 MARDELL Way","1958","94043","R1"
"$ 118.73","55","208","Grant","2","1","3","43","","$935,000","07/01/2011","7,875","ML81129153","Mountain View","585.11","08/13/2011","$935,000","1,598","Sold","2414 VILLA NUEVA Way","1956","94040","R175"
"$ 140.63","55","209","Miramonte","2","0","3","16","","$899,000","06/09/2010","6,400","ML81028579","Mountain View","752.51","06/25/2010","$900,000","1,196","Sold","1451 MIRAMONTE Avenue","1955","94040","R1"
"$ 101.70","55","205","Thompson","2","0","3","8","","$899,000","11/03/2010","8,800","ML81052919","Mountain View","699.22","11/11/2010","$895,000","1,280","Sold","2423 PARKER Court","1955","94043","R1"
"$ 94.73","55","209","Miramonte","2","0","3","6","","$850,000","08/24/2010","9,300","ML81042053","Mountain View","664.91","08/30/2010","$881,000","1,325","Sold","1753 MAYFLOWER Court","1955","94040","R1"
"$ 130.60","55","209","Miramonte","2","0","3","9","","$889,800","04/29/2010","6,700","ML81021027","Mountain View","731.61","05/08/2010","$875,000","1,196","Sold","1431 MIRAMONTE Avenue","1955","94040","R1"
"$ 134.62","55","209","Miramonte","2","0","3","21","","$850,000","04/28/2011","6,500","ML81118719","Mountain View","742.78","05/19/2011","$875,000","1,178","Sold","668 CUESTA Drive","1956","94040","R1"
"$ 149.86","55","207","Downtown Mountain View","1","0","3","68","0","$894,000","10/21/2010","5,832","ML81051138","Mountain View","775.51","12/28/2010","$874,000","1,127","Sold","77 MERCY Street","1955","94041","R1"
"$ 168.80","55","207","Downtown Mountain View","2","0","3","91","","$849,900","05/02/2012","5,035","ML81216279","Mountain View","711.81","","","1,194","Expired","579 MCCARTY Avenue","1957","94041","R1"
"$ 161.90","55","203","North Shoreline","3","0","4","42","","$849,000","04/27/2011","5,244","ML81118517","Mountain View","354.34","","","2,396","Canceled","1647 MORGAN Street","1956","94043","R1"
"$ 168.20","55","205","Thompson","2","0","4","14","","$799,000","04/07/2011","5,000","ML81115140","Mountain View","691.61","04/21/2011","$841,000","1,216","Sold","327 RUTH Avenue","1956","94043","R1"
"$ 138.17","55","205","Thompson","2","0","3","83","","$829,000","03/04/2011","6,000","ML81109726","Mountain View","621.44","05/26/2011","$829,000","1,334","Sold","2380 ADELE Avenue","1956","94043","R1"
"$ 129.03","55","209","Miramonte","2","0","3","48","","$839,900","07/22/2010","6,200","ML81036264","Mountain View","625.00","09/08/2010","$800,000","1,280","Sold","1032 CUESTA Drive","1955","94040","R1"
"$ 126.83","55","205","Thompson","2","0","3","24","","$799,950","06/24/2010","6,300","ML81031408","Mountain View","532.67","07/18/2010","$799,000","1,500","Sold","2468 WHITNEY Drive","1955","94043","R1"
"$ 128.55","55","205","Thompson","2","0","3","12","","$749,950","03/25/2010","5,850","ML81014225","Mountain View","681.16","04/06/2010","$752,000","1,104","Sold","253 HAMILTON Avenue","1955","94043","R1"
"$ 150.00","55","205","Thompson","2","0","4","11","","$749,000","07/14/2010","4,900","ML81034947","Mountain View","604.44","07/25/2010","$735,000","1,216","Sold","454 DELL Avenue","1955","94043","R1"
"$ 82.00","55","200","Whisman","3","0","3","104","","$729,000","04/28/2010","8,890","ML81021370","Mountain View","492.57","","","1,480","Canceled","213 MURLAGAN Avenue","1955","94043","R2"
"$ 135.28","55","205","Thompson","2","0","3","8","","$729,000","03/09/2010","5,300","ML81011043","Mountain View","560.16","03/17/2010","$717,000","1,280","Sold","2447 TAMALPAIS Street","1955","94043","R1"
"$ 140.20","55","205","Thompson","2","0","3","82","","$715,000","08/18/2010","5,100","ML81040917","Mountain View","548.31","","","1,304","Canceled","290 LAURA Lane","1955","94043","R1"
"$ 139.80","55","205","Thompson","2","0","3","22","","$729,000","05/10/2010","5,000","ML81023106","Mountain View","503.60","06/01/2010","$699,000","1,388","Sold","2318 JANE Lane","1955","94043","R1"
"$ 137.06","55","205","Thompson","2","0","3","103","","$699,000","11/08/2010","5,100","ML81053520","Mountain View","536.04","","","1,304","Canceled","290 LAURA Lane","1955","94043","R1"
"$ 129.70","55","205","Thompson","2","0","3","37","","$718,000","03/24/2010","5,320","ML81014211","Mountain View","625.00","04/30/2010","$690,000","1,104","Sold","296 LAURA Lane","1955","94043","R1"
"$ 114.67","55","206","San Antonio","1","0","3","119","","$688,000","11/14/2012","6,000","ML81240948","Mountain View","677.83","","","1,015","Canceled","485 S RENGSTORFF Avenue","1958","94040","R31"
"$ 136.00","55","205","Thompson","2","0","3","53","","$680,000","08/12/2010","5,000","ML81040304","Mountain View","615.94","","","1,104","Expired","2362 LAURA Lane","1955","94043","R1"
"$ 98.40","55","205","Thompson","2","0","3","21","","$699,000","03/10/2010","6,860","ML81011370","Mountain View","654.07","03/31/2010","$675,000","1,032","Sold","2371 THOMPSON Court","1955","94043","R1"
"$ 130.80","55","205","Thompson","2","0","3","8","","$649,000","03/24/2010","5,000","ML81014189","Mountain View","592.39","04/01/2010","$654,000","1,104","Sold","2428 LAURA Lane","1955","94043","R1"
"$ 121.70","55","203","North Shoreline","2","0","3","83","","$645,000","05/28/2011","5,300","ML81123908","Mountain View","512.72","","","1,258","Canceled","1618 MORGAN Street","1956","94043","R1"
"$ 116.98","55","203","North Shoreline","2","0","3","111","","$619,950","08/22/2011","5,300","ML81136679","Mountain View","492.85","09/16/2011","$620,000","1,258","Sold","1618 MORGAN Street","1956","94043","R1"
"$ 120.28","55","203","North Shoreline","2","0","3","6","","$599,800","07/08/2010","5,088","ML81033684","Mountain View","554.35","07/14/2010","$612,000","1,104","Sold","1716 MORGAN Street","1955","94043","R1"
"$ 120.00","55","205","Thompson","2","0","4","26","","$605,000","12/19/2010","5,000","ML81058152","Mountain View","493.42","01/14/2011","$600,000","1,216","Sold","327 Ruth Avenue","1956","94043","R"
"$ 119.80","55","205","Thompson","2","0","3","36","","$599,000","07/05/2010","5,000","ML81033052","Mountain View","431.56","08/10/2010","$599,000","1,388","Sold","374 N RENGSTORFF Avenue","1955","94043","R1"
"$ 111.89","55","203","North Shoreline","2","0","3","55","","$599,500","04/07/2010","5,300","ML81016898","Mountain View","537.14","06/01/2010","$593,000","1,104","Sold","1770 ROCK Street","1955","94043","R1"
"$ 93.46","55","203","North Shoreline","2","0","3","121","","$550,000","06/13/2011","5,885","ML81126250","Mountain View","382.48","","","1,438","Canceled","1626 SPRING Street","1956","94043","R1"
"$ 85.76","55","203","North Shoreline","2","0","3","362","","$449,999","04/14/2010","5,247","ML81018000","Mountain View","407.61","","","1,104","Expired","1790 SPRING Street","1955","94043","R1"
"$ 257.56","56","209","Miramonte","3","0","4","8","","$1,750,000","01/22/2014","7,668","ML81402037","Mountain View","891.65","01/30/2014","$1,975,000","2,215","Sold","1021 VARSITY Court","1958","94040","R1"
"$ 246.28","56","209","Miramonte","2","1","4","7","","$1,795,000","09/25/2014","7,597","ML81434912","Mountain View","1,234.17","10/02/2014","$1,871,000","1,516","Sold","1663 YALE Drive","1958","94040","R1"
"$ 230.66","56","208","Grant","2","0","4","9","","$1,425,000","01/21/2014","7,370","ML81401877","Mountain View","901.86","01/30/2014","$1,700,000","1,885","Sold","2328 CAROL Avenue","1958","94040","R1-75"
"$ 186.14","56","209","Miramonte","3","0","3","8","","$1,450,000","02/09/2011","7,790","ML81106016","Mountain View","669.75","02/17/2011","$1,450,000","2,165","Sold","1229 MARILYN Drive","1955","94040","R1"
"$ 180.92","56","207","Downtown Mountain View","2","0","4","33","","$1,338,000","01/08/2014","7,600","ML81400498","Mountain View","982.14","01/14/2014","$1,375,000","1,400","Sold","536 MCCARTY Avenue","1958","94041","R1"
"$ 179.86","56","209","Miramonte","2","0","3","8","","$1,249,000","05/06/2010","7,300","ML81022344","Mountain View","735.99","05/14/2010","$1,313,000","1,784","Sold","1728 PEARTREE Lane","1954","94040","R1"
"$ 117.18","56","208","Grant","2","0","4","3","","$1,265,000","07/22/2010","11,009","ML81036383","Mountain View","680.38","07/25/2010","$1,290,000","1,896","Sold","13141 SUN MOR Avenue","1954","94040","R110"
"$ 118.26","56","208","Grant","3","1","5","21","","$1,298,000","09/22/2010","10,908","ML81046812","Mountain View","489.38","10/13/2010","$1,290,000","2,636","Sold","13160 SUN MOR Avenue","1954","94040","R110"
"$ 214.33","56","209","Miramonte","2","1","5","8","","$1,325,000","06/01/2011","6,000","ML81124284","Mountain View","642.68","06/09/2011","$1,286,000","2,001","Sold","1570 MONTALTO Drive","1955","94040","R1"
"$ 208.33","56","205","Thompson","2","0","3","8","","$1,149,000","04/01/2014","6,000","ML81410416","Mountain View","903.18","04/09/2014","$1,250,000","1,384","Sold","2381 ADELE Avenue","1958","94043","R1"
"$ 155.73","56","209","Miramonte","2","0","3","8","","$1,150,000","08/24/2011","7,770","ML81137065","Mountain View","851.51","09/01/2011","$1,210,000","1,421","Sold","1847 WALNUT Drive","1955","94040","R1"
"$ 215.61","56","209","Miramonte","3","0","4","31","","$1,199,000","10/15/2010","5,561","ML81050418","Mountain View","646.01","","","1,856","Canceled","1609 RONDEN Court","1954","94040","R1"
"$ 139.91","56","209","Miramonte","2","0","3","7","","$1,200,000","07/22/2010","8,470","ML81036272","Mountain View","887.64","07/29/2010","$1,185,000","1,335","Sold","1176 BARBARA Avenue","1954","94040","R1"
"$ 191.67","56","209","Miramonte","2","1","4","32","","$1,199,950","02/22/2011","6,000","ML81107913","Mountain View","736.24","03/26/2011","$1,150,000","1,562","Sold","1678 BEGEN Avenue","1955","94040","R1"
"$ 191.67","56","209","Miramonte","2","0","4","56","","$1,199,000","07/12/2011","6,000","ML81130543","Mountain View","771.81","09/06/2011","$1,150,000","1,490","Sold","1546 MONTALTO Drive","1955","94040","R1"
"$ 201.58","56","209","Miramonte","3","0","5","11","","$1,149,000","10/06/2010","5,700","ML81048883","Mountain View","581.48","10/17/2010","$1,149,000","1,976","Sold","1631 NOTRE DAME Drive","1954","94040","R1"
"$ 174.00","56","209","Miramonte","2","1","4","8","","$1,098,000","09/06/2011","6,500","ML81138391","Mountain View","724.07","09/14/2011","$1,131,000","1,562","Sold","1601 ALISON Avenue","1955","94040","R1"
"$ 122.43","56","209","Miramonte","2","0","3","9","","$1,098,000","07/11/2011","9,230","ML81130888","Mountain View","680.72","07/20/2011","$1,130,000","1,660","Sold","691 DRUCILLA Drive","1955","94040","R1"
"$ 220.43","56","209","Miramonte","2","0","3","12","","$998,000","05/29/2010","5,022","ML81026718","Mountain View","685.45","06/10/2010","$1,107,000","1,615","Sold","1413 GILMORE Street","1954","94040","R1"
"$ 152.25","56","209","Miramonte","2","0","3","6","","$1,028,000","05/19/2011","7,225","ML81122380","Mountain View","665.05","05/25/2011","$1,100,000","1,654","Sold","697 DRUCILLA Drive","1955","94040","R1"
"$ 158.44","56","209","Miramonte","2","0","3","10","","$1,098,000","06/07/2011","6,930","ML81125319","Mountain View","857.81","06/17/2011","$1,098,000","1,280","Sold","1730 FORDHAM Way","1955","94040","R1"
"$ 182.78","56","209","Miramonte","2","0","3","11","","$1,098,000","10/14/2010","5,980","ML81050055","Mountain View","772.44","10/25/2010","$1,093,000","1,415","Sold","1611 NILDA Avenue","1954","94040","R1"
"$ 166.93","56","209","Miramonte","2","0","3","22","","$1,075,000","04/20/2011","6,440","ML81117524","Mountain View","861.38","05/12/2011","$1,075,000","1,248","Sold","1637 GRETEL Lane","1955","94040","R1"
"$ 146.98","56","209","Miramonte","2","0","4","7","","$1,068,000","08/24/2011","7,314","ML81137041","Mountain View","718.58","08/31/2011","$1,075,000","1,496","Sold","727 CORNELIA Court","1955","94040","R1"
"$ 122.04","56","209","Miramonte","2","0","3","9","","$1,099,000","11/04/2010","8,751","ML81053017","Mountain View","759.60","11/13/2010","$1,068,000","1,406","Sold","1360 LLOYD Way","1954","94040","R1"
