"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 175.83","56","209","Miramonte","2","0","3","16","","$1,039,000","03/08/2011","6,000","ML81110618","Mountain View","704.27","03/24/2011","$1,055,000","1,498","Sold","1553 ALISON Avenue","1955","94040","R1"
"$ 212.62","56","209","Miramonte","2","0","3","3","","$1,048,000","04/06/2010","4,929","ML81016415","Mountain View","802.45","04/09/2010","$1,048,000","1,306","Sold","1515 GILMORE Street","1954","94040","R1"
"$ 165.09","56","209","Miramonte","2","0","3","6","","$1,048,000","04/22/2010","6,348","ML81019719","Mountain View","707.15","04/28/2010","$1,048,000","1,482","Sold","283 HANS Avenue","1954","94040","R1"
"$ 122.47","56","209","Miramonte","2","0","3","14","","$1,069,500","01/24/2011","8,500","ML81103179","Mountain View","768.83","02/07/2011","$1,041,000","1,354","Sold","1145 KATIE Court","1955","94040","R1"
"$ 199.65","56","209","Miramonte","2","0","3","40","","$1,100,000","04/29/2010","5,184","ML81021198","Mountain View","672.51","06/18/2010","$1,035,000","1,539","Sold","1407 ERNESTINE Lane","1954","94040","R1"
"$ 172.24","56","209","Miramonte","2","0","3","8","","$1,025,000","07/26/2011","5,980","ML81132920","Mountain View","825.32","08/03/2011","$1,030,000","1,248","Sold","1375 NILDA Avenue","1955","94040","R1"
"$ 159.32","56","209","Miramonte","2","0","3","6","","$949,000","06/10/2010","6,440","ML81028731","Mountain View","784.40","06/16/2010","$1,026,000","1,308","Sold","1605 GRETEL Lane","1954","94040","R1"
"$ 168.90","56","209","Miramonte","2","0","3","9","","$949,000","04/07/2010","5,980","ML81016880","Mountain View","751.49","04/16/2010","$1,010,000","1,344","Sold","1349 GRETEL Lane","1954","94040","R1"
"$ 92.59","56","208","Grant","2","0","3","12","","$980,000","07/16/2010","10,908","ML81035354","Mountain View","575.83","07/28/2010","$1,010,000","1,754","Sold","13180 SUN MOR Avenue","1954","94040","R110"
"$ 156.06","56","209","Miramonte","2","0","3","20","","$1,025,000","07/28/2011","6,440","ML81133058","Mountain View","587.72","08/17/2011","$1,005,000","1,710","Sold","1475 GRETEL Lane","1955","94040","R1"
"$ 167.22","56","209","Miramonte","2","0","4","57","","$1,029,000","09/22/2010","5,980","ML81046609","Mountain View","668.45","11/18/2010","$1,000,000","1,496","Sold","1515 NILDA Avenue","1954","94040","R1"
"$ 159.49","56","209","Miramonte","2","0","3","9","","$978,000","10/13/2010","6,270","ML81050038","Mountain View","806.45","10/22/2010","$1,000,000","1,240","Sold","1610 YALE Drive","1954","94040","R1"
"$ 166.89","56","209","Miramonte","2","0","3","44","","$998,000","02/12/2011","5,980","ML81106533","Mountain View","834.45","03/28/2011","$998,000","1,196","Sold","1248 PHYLLIS Avenue","1955","94040","R1"
"$ 165.50","56","209","Miramonte","2","0","3","7","","$968,000","08/03/2011","6,000","ML81134008","Mountain View","842.95","08/10/2011","$993,000","1,178","Sold","1521 ALISON Avenue","1955","94040","R1"
"$ 153.63","56","209","Miramonte","2","0","3","8","0","$1,038,000","06/14/2011","6,440","ML81126569","Mountain View","530.23","06/22/2011","$989,400","1,866","Sold","1606 GRETEL Lane","1955","94040","R1"
"$ 139.91","56","209","Miramonte","2","0","3","9","","$985,000","02/08/2011","7,040","ML81106025","Mountain View","836.16","02/17/2011","$985,000","1,178","Sold","1682 MONTALTO Drive","1955","94040","R1"
"$ 186.88","56","209","Miramonte","2","0","3","8","","$899,000","03/01/2011","5,244","ML81109302","Mountain View","791.60","03/09/2011","$980,000","1,238","Sold","1641 MONTALTO Drive","1955","94040","R1"
"$ 168.04","56","207","Downtown Mountain View","2","0","4","8","","$998,000","10/26/2011","5,832","ML81145207","Mountain View","688.20","11/03/2011","$980,000","1,424","Sold","73 MERCY Street","1955","94041","R1"
"$ 128.21","56","205","Thompson","2","0","3","57","","$999,500","05/16/2012","7,636","ML81218417","Mountain View","534.97","07/12/2012","$979,000","1,830","Sold","188 THOMPSON Square","1956","94043","R1"
"$ 189.64","56","209","Miramonte","2","0","3","8","","$895,000","05/19/2010","5,115","ML81024760","Mountain View","798.35","05/27/2010","$970,000","1,215","Sold","1488 GILMORE Street","1954","94040","R1"
"$ 154.84","56","209","Miramonte","2","0","3","7","","$925,000","09/15/2011","6,200","ML81139759","Mountain View","750.00","09/22/2011","$960,000","1,280","Sold","1062 CUESTA Drive","1955","94040","R1"
"$ 156.67","56","209","Miramonte","1","1","3","8","","$899,000","07/08/2010","6,000","ML81033661","Mountain View","754.41","07/16/2010","$940,000","1,246","Sold","1597 LLOYD Way","1954","94040","R1"
"$ 148.08","56","209","Miramonte","2","0","3","7","","$899,000","03/16/2011","6,348","ML81111510","Mountain View","785.95","03/23/2011","$940,000","1,196","Sold","277 HANS Avenue","1955","94040","R1"
"$ 154.10","56","205","Thompson","2","0","3","8","","$859,000","02/29/2012","6,100","ML81207567","Mountain View","665.72","03/08/2012","$940,000","1,412","Sold","185 THOMPSON Square","1956","94043","R1"
"$ 150.49","56","205","Thompson","2","0","3","0","","$918,000","08/09/2012","6,100","ML81229839","Mountain View","660.91","08/09/2012","$918,000","1,389","Sold","2350 ADELE Avenue","1956","94043","R1"
"$ 121.53","56","209","Miramonte","2","1","3","70","","$925,000","06/07/2010","7,340","ML81028094","Mountain View","666.67","08/16/2010","$892,000","1,338","Sold","1075 BRIGHTON Place","1954","94040","R1"
"$ 125.28","56","209","Miramonte","2","0","3","19","","$899,000","03/25/2011","7,104","ML81113092","Mountain View","607.09","04/13/2011","$890,000","1,466","Sold","742 CUESTA Drive","1955","94040","R1"
"$ 135.94","56","209","Miramonte","2","0","3","7","","$699,000","03/24/2011","6,400","ML81112761","Mountain View","727.42","03/31/2011","$870,000","1,196","Sold","1533 MIRAMONTE Avenue","1955","94040","R1"
"$ 133.08","56","209","Miramonte","2","0","3","12","","$838,888","03/11/2011","6,500","ML81110925","Mountain View","734.30","03/23/2011","$865,000","1,178","Sold","1667 BEGEN Avenue","1955","94040","R1"
"$ 122.71","56","205","Thompson","2","0","3","40","","$859,000","07/07/2010","7,000","ML81033594","Mountain View","512.53","","","1,676","Canceled","2519 ALVIN Street","1954","94043","R1"
"$ 120.29","56","205","Thompson","2","0","3","10","","$839,000","09/16/2010","7,000","ML81045732","Mountain View","502.39","09/26/2010","$842,000","1,676","Sold","2519 ALVIN Street","1954","94043","R1"
"$ 166.60","56","205","Thompson","2","0","3","5","","$839,000","04/26/2011","5,000","ML81118214","Mountain View","562.84","05/01/2011","$833,000","1,480","Sold","148 HAMILTON Avenue","1955","94043","R1"
"$ 165.80","56","205","Thompson","2","0","3","63","","$829,000","01/18/2011","5,000","ML81102313","Mountain View","560.14","","","1,480","Canceled","148 HAMILTON Avenue","1955","94043","R1"
"$ 92.89","56","209","Miramonte","2","0","3","22","","$829,000","02/17/2011","8,892","ML81107236","Mountain View","701.19","03/11/2011","$826,000","1,178","Sold","730 CUESTA Drive","1955","94040","R1"
"$ 132.22","56","209","Miramonte","2","0","3","19","","$749,999","05/27/2011","6,164","ML81123809","Mountain View","542.61","06/15/2011","$815,000","1,502","Sold","772 CUESTA Drive","1955","94040","R1"
"$ 153.85","56","205","Thompson","2","0","3","16","","$789,000","08/03/2011","5,200","ML81134009","Mountain View","724.64","08/19/2011","$800,000","1,104","Sold","337 FAY Way","1955","94043","R1"
"$ 122.92","56","205","Thompson","2","0","5","35","","$799,000","05/04/2011","6,500","ML81119658","Mountain View","496.89","06/08/2011","$799,000","1,608","Sold","479 THOMPSON Avenue","1955","94043","R1"
"$ 102.30","56","200","Whisman","2","0","4","18","","$799,000","06/14/2013","7,810","ML81321175","Mountain View","488.69","","","1,635","Canceled","519 PIAZZA Drive#A","1957","94043","R2"
"$ 129.17","56","205","Thompson","2","0","3","250","","$775,000","06/09/2011","6,000","ML81125576","Mountain View","595.24","","","1,302","Canceled","2363 ADELE Avenue","1956","94043","R1"
"$ 150.78","56","205","Thompson","3","0","3","91","","$769,000","03/05/2010","5,100","ML81010530","Mountain View","487.94","","","1,576","Expired","480 QUINCY Drive","1954","94043","R1"
"$ 141.67","56","205","Thompson","2","0","4","5","","$769,000","03/16/2011","5,400","ML81111513","Mountain View","616.94","03/21/2011","$765,000","1,240","Sold","361 FAY Way","1955","94043","R1"
"$ 127.50","56","205","Thompson","2","0","3","263","","$775,000","02/14/2012","6,000","ML81205710","Mountain View","587.56","02/27/2012","$765,000","1,302","Sold","2363 ADELE Avenue","1956","94043","R1"
"$ 151.60","56","205","Thompson","2","0","3","27","","$764,000","07/12/2010","5,000","ML81034522","Mountain View","679.21","08/08/2010","$758,000","1,116","Sold","474 THOMPSON Avenue","1954","94043","R1"
"$ 80.00","56","200","Whisman","2","0","4","86","","$699,000","02/08/2011","9,375","ML81105848","Mountain View","475.89","05/05/2011","$750,000","1,576","Sold","193 MURLAGAN Avenue","1955","94043","R2"
"$ 131.58","56","205","Thompson","2","0","3","14","","$720,000","09/12/2011","5,700","ML81139606","Mountain View","515.11","09/26/2011","$750,000","1,456","Sold","2374 THOMPSON Court","1955","94043","R1"
"$ 144.12","56","205","Thompson","3","0","3","168","","$759,950","06/21/2010","5,100","ML81030878","Mountain View","466.37","08/20/2010","$735,000","1,576","Sold","480 QUINCY Drive","1954","94043","R1"
"$ 114.06","56","209","Miramonte","2","0","3","307","","$769,900","03/03/2010","6,400","ML81010104","Mountain View","610.37","01/04/2011","$730,000","1,196","Sold","1533 MIRAMONTE Avenue","1955","94040","R1"
"$ 143.14","56","200","Whisman","2","0","4","107","","$769,000","07/30/2010","5,100","ML81037962","Mountain View","392.26","11/14/2010","$730,000","1,861","Sold","807 WAKE FOREST Drive","1954","94043","R1"
"$ 141.18","56","205","Thompson","2","0","3","35","","$725,000","02/22/2011","5,100","ML81107977","Mountain View","652.17","03/29/2011","$720,000","1,104","Sold","290 LAURA Lane","1955","94043","R1"
"$ 144.00","56","205","Thompson","2","0","3","13","","$777,888","08/05/2011","5,000","ML81134364","Mountain View","562.50","08/18/2011","$720,000","1,280","Sold","155 NW HAMILTON Avenue","1955","94043","R1"
"$ 142.40","56","205","Thompson","2","0","3","18","","$698,000","07/22/2012","5,000","ML81227441","Mountain View","585.53","08/09/2012","$712,000","1,216","Sold","375 ANNA Avenue","1956","94043","R1"
"$ 116.67","56","205","Thompson","2","0","3","6","","$750,000","07/31/2012","6,000","ML81228655","Mountain View","503.96","08/06/2012","$700,000","1,389","Sold","2345 ADELE Avenue","1956","94043","R1"
"$ 90.78","56","200","Whisman","2","0","4","188","","$699,000","09/27/2011","7,700","ML81141574","Mountain View","429.89","","","1,626","Canceled","521 TYRELLA Avenue","1956","94043","R2"
"$ 139.40","56","205","Thompson","2","0","3","96","","$719,800","08/08/2010","5,000","ML81039221","Mountain View","624.55","11/12/2010","$697,000","1,116","Sold","529 VICTORY Avenue","1954","94043","R1"
"$ 99.69","56","205","Thompson","2","0","3","175","","$679,500","04/25/2010","6,816","ML81020739","Mountain View","597.63","04/29/2010","$679,500","1,137","Sold","490 THOMPSON Avenue","1954","94043","R1"
"$ 126.42","56","203","North Shoreline","2","0","3","104","","$719,000","07/08/2011","5,300","ML81129957","Mountain View","390.44","10/20/2011","$670,000","1,716","Sold","1772 MORGAN Street","1955","94043","R1"
"$ 133.60","56","205","Thompson","2","0","3","21","","$679,000","02/02/2011","5,000","ML81104757","Mountain View","605.07","02/23/2011","$668,000","1,104","Sold","343 FAY Way","1955","94043","R1"
"$ 127.80","56","205","Thompson","2","0","4","41","","$675,000","11/03/2011","5,227","ML81146229","Mountain View","549.34","12/14/2011","$668,000","1,216","Sold","2455 ELKA Avenue","1956","94043","R1"
"$ 119.57","56","205","Thompson","2","0","3","63","","$665,000","09/07/2011","5,520","ML81138652","Mountain View","597.83","11/09/2011","$660,000","1,104","Sold","2419 TAMALPAIS Street","1955","94043","R1"
"$ 127.00","56","205","Thompson","2","0","3","25","","$634,950","09/05/2011","5,000","ML81138357","Mountain View","575.18","09/30/2011","$635,000","1,104","Sold","2362 LAURA Lane","1955","94043","R1"
"$ 126.40","56","205","Thompson","2","0","3","42","","$659,000","06/03/2010","5,000","ML81027491","Mountain View","566.31","07/15/2010","$632,000","1,116","Sold","2511 ALVIN Street","1954","94043","R1"
"$ 110.38","56","203","North Shoreline","2","0","3","7","","$575,000","11/03/2011","5,300","ML81146196","Mountain View","529.89","11/10/2011","$585,000","1,104","Sold","1729 MORGAN Street","1955","94043","R1"
"$ 103.75","56","205","Thompson","2","0","3","194","","$581,000","01/20/2011","5,600","ML81102663","Mountain View","526.27","08/02/2011","$581,000","1,104","Sold","338 FAY Way","1955","94043","R1"
"$ 104.63","56","203","North Shoreline","1","0","3","184","","$549,000","08/27/2011","5,247","ML81137410","Mountain View","497.28","","","1,104","Expired","1790 SPRING Street","1955","94043","R1"
"$ 92.18","56","203","North Shoreline","2","0","3","14","","$575,000","08/09/2012","5,885","ML81229806","Mountain View","377.26","08/23/2012","$542,500","1,438","Sold","1626 SPRING Street","1956","94043","R1"
"$ 59.06","56","200","Whisman","2","0","3","38","","$479,500","03/14/2011","8,890","ML81111278","Mountain View","486.11","04/21/2011","$525,000","1,080","Sold","213 MURLAGAN Avenue","1955","94043","R2"
"$ 98.00","56","200","Whisman","1","0","3","9","","$515,000","04/25/2010","5,000","ML81020340","Mountain View","486.11","05/04/2010","$490,000","1,008","Sold","759 LEONG Drive","1954","94043","R1"
"$ 273.35","57","209","Miramonte","2","0","3","6","","$1,898,000","10/09/2014","8,085","ML81436637","Mountain View","1,437.87","10/15/2014","$2,210,000","1,537","Sold","1846 LIMETREE Lane","1957","94040","R1"
"$ 251.87","57","209","Miramonte","2","0","4","8","","$1,595,000","06/17/2014","7,345","ML81421612","Mountain View","855.29","06/25/2014","$1,850,000","2,163","Sold","1068 SLADKY Avenue","1957","94040","R1"
"$ 133.78","57","208","Grant","3","1","3","8","","$1,758,000","01/14/2014","13,530","ML81401073","Mountain View","663.00","01/22/2014","$1,810,000","2,730","Sold","22527 REDCLIFF Court","1957","94040","R1-10"
"$ 196.41","57","209","Miramonte","3","0","5","6","","$1,675,000","10/13/2011","8,528","ML81143522","Mountain View","744.44","","","2,250","Canceled","1509 FORDHAM Way","1954","94040","R1"
"$ 223.33","57","207","Downtown Mountain View","2","0","3","6","","$1,398,000","11/20/2013","7,500","ML81341464","Mountain View","835.41","11/26/2013","$1,675,000","2,005","Sold","326 CHURCH Street","1956","94041","R1"
"$ 185.27","57","209","Miramonte","3","0","5","28","","$1,599,000","10/19/2011","8,528","ML81144473","Mountain View","696.04","11/10/2011","$1,580,000","2,270","Sold","1509 FORDHAM Way","1954","94040","R1"
"$ 259.17","57","209","Miramonte","2","1","4","3","","$1,398,000","06/19/2013","6,077","ML81321904","Mountain View","978.87","06/22/2013","$1,575,000","1,609","Sold","552 LEONA Lane","1956","94040","R1"
"$ 238.10","57","209","Miramonte","2","0","3","12","","$1,399,000","01/11/2013","6,510","ML81300885","Mountain View","1,210.94","01/23/2013","$1,550,000","1,280","Sold","1840 APPLETREE Lane","1956","94040","R1"
"$ 245.97","57","209","Miramonte","3","1","3","6","","$1,525,000","10/03/2012","6,200","ML81236334","Mountain View","666.81","10/09/2012","$1,525,000","2,287","Sold","1118 CUESTA Drive","1955","94040","R1"
"$ 195.69","57","209","Miramonte","2","0","3","6","","$1,298,000","10/04/2012","7,665","ML81236453","Mountain View","1,171.88","10/10/2012","$1,500,000","1,280","Sold","1851 APPLETREE Lane","1955","94040","R1"
"$ 173.44","57","208","Grant","2","0","3","7","","$1,425,000","06/20/2013","8,245","ML81321945","Mountain View","850.18","06/27/2013","$1,430,000","1,682","Sold","2404 VILLA NUEVA Way","1956","94040","R1-75"
"$ 253.38","57","209","Miramonte","2","0","3","1","","$1,399,950","06/02/2011","5,525","ML81124473","Mountain View","773.45","","","1,810","Canceled","1045 MORTON Court","1954","94040","R1"
"$ 192.85","57","209","Miramonte","2","0","3","9","","$1,198,000","03/19/2012","7,104","ML81210231","Mountain View","910.90","03/28/2012","$1,370,000","1,504","Sold","637 CORNELIA Court","1955","94040","R1"
"$ 244.34","57","209","Miramonte","2","0","3","63","","$1,398,000","06/08/2011","5,525","ML81125544","Mountain View","745.86","08/04/2011","$1,350,000","1,810","Sold","1045 MORTON Court","1954","94040","R1"
"$ 225.00","57","209","Miramonte","3","0","4","7","","$1,298,000","11/07/2012","6,000","ML81240239","Mountain View","767.48","11/14/2012","$1,350,000","1,759","Sold","768 HANS Avenue","1955","94040","R1"
"$ 123.97","57","208","Grant","2","1","3","119","","$1,329,000","08/03/2010","10,720","ML81038438","Mountain View","695.45","","","1,911","Canceled","22395 DIERICX Court","1953","94040","R110"
"$ 186.43","57","205","Thompson","2","0","3","6","","$1,088,000","10/24/2013","7,000","ML81338876","Mountain View","1,002.30","10/30/2013","$1,305,000","1,302","Sold","128 PALMER Avenue","1956","94043","R1"
