"Group.1","x.x","Freq.x","x.y.30%","x.y.40%","x.y.50%","x.y.60%","x.y.70%","Freq.y"
94539,543.650793650794,1,602.149370119584,631.28491777124,658.823529411765,700.644493841659,740.489072451057,109
94541,NA,NA,351.728427169751,368.602885676384,383.190680078115,420.183412445394,451.577352026223,20
94542,NA,NA,321.790530549477,329.041225527888,341.527300118696,356.805120368798,373.826925154738,8
94544,NA,NA,410.521361667775,425.208807896735,442.147205600317,461.476725521669,481.526610314489,36
94545,NA,NA,465,465.099715099715,473.637176050045,481.099656357388,488.997555012225,11
94546,NA,NA,415.665174057489,503.823651940807,525.612472160356,529.505582137161,539.236330013029,19
94550,NA,NA,380.789416909049,396.913784451949,403.98740818468,446.363031104359,476.429395287527,13
94551,NA,NA,425.825697038131,433.734163697448,440.141341727205,448.052236612934,457.506093087192,10
94552,NA,NA,522.780373831776,522.780373831776,522.780373831776,522.780373831776,522.780373831776,1
94555,NA,NA,552.4582515302,568.934897371703,615.050651230101,623.122794207132,656.177359373284,43
94560,NA,NA,429.733048585157,465.117715076228,499.783912955054,520.40903727906,537.910146551648,62
94566,465.454521761793,1,451.87135302111,471.566451776131,497.04923151061,520.669489816495,550.827404395884,14
94568,NA,NA,457.252823521989,492.511320097527,536.833855799373,555.384564272815,569.126735738416,7
94577,NA,NA,424.174174174174,427.995971802618,443.722943722944,453.034081463009,459.866220735786,11
94578,418.039215686275,1,420.168067226891,420.623145400593,456.989247311828,506.430868167203,521.435692921236,11
94579,NA,NA,346.139750159397,350.77162513739,352.511748748025,354.251872358661,361.295177893827,4
94580,NA,NA,445.695356876137,447.841413002048,449.98746912796,452.133525253871,454.279581379783,2
94586,NA,NA,506.133580988384,530.061122793811,553.988664599238,577.916206404665,601.843748210092,2
94587,360.145303580695,5,436.518289557919,456.110274316491,466.543891958257,479.724910850739,500.121372348735,85
94588,NA,NA,495.294187089855,513.947932796057,532.60167850226,539.783966708513,546.966254914767,3
94601,NA,NA,356.920211532126,359.169543428216,361.418875324306,363.668207220395,365.917539116485,2
94603,NA,NA,260.871386677838,284.127220813935,318.822450861817,353.517680909698,378.472722779414,4
94605,287.945670628183,1,325.910411499477,352.828379674017,358.23237165519,363.636363636364,377.051447538263,6
94606,NA,NA,360.149672591207,360.149672591207,360.149672591207,360.149672591207,360.149672591207,1
94607,NA,NA,752.620545073375,752.620545073375,752.620545073375,752.620545073375,752.620545073375,1
94608,NA,NA,521.229147804269,569.680507968069,618.131868131868,671.273171273171,724.414474414474,3
94609,NA,NA,648.82400648824,648.82400648824,648.82400648824,648.82400648824,648.82400648824,1
94619,NA,NA,473.563225295825,480.432951014419,487.302676733013,541.032617576887,594.76255842076,3
94621,NA,NA,342.46092143151,345.250925545043,348.040929658577,350.83093377211,353.620937885644,2
94704,NA,NA,459.770114942529,459.770114942529,459.770114942529,459.770114942529,459.770114942529,1
94706,NA,NA,400,400,400,400,400,1
94708,NA,NA,517.809523809524,517.809523809524,517.809523809524,517.809523809524,517.809523809524,1
95002,387.308533916849,1,385.505532781209,387.308533916849,498.901491983652,610.494450050454,624.958763486766,6
95008,663.663663663664,17,628.707700846644,662.468552464465,694.249074257311,723.855118464662,771.572104018913,248
95014,917.900403768506,21,887.633806323127,939.380127620784,1013.90498261877,1067.81222417836,1120.65836972064,199
95020,309.02945436987,17,317.073552360368,333.344198174707,350.880154609169,368.421052631579,395.732225003588,336
95030,1077.94736842105,5,798.397984917932,841.683389266902,898.680606709593,973.084903182079,1035.75243406749,120
95032,750.906266183325,11,754.274356814588,814.37125748503,861.831619672407,899.420160570919,941.432598409343,146
95033,NA,NA,465.119974287533,484.430986982494,505.292846342873,538.821702153327,563.514305023654,42
95035,483.063328424153,1,516.578099495657,545.078055964654,572.246065808298,596.376195937542,628.918946968626,219
95037,392.300902314633,5,380.01102225912,401.131925932521,424.933862433862,442.456789245323,477.081807081807,225
95046,331.69795221843,1,412.354428577241,433.553958821096,455.050505050505,470.430981307158,492.208211848868,38
95050,612.527609187708,4,651.844070961718,679.662580810735,720.388761565232,746.240601503759,772.142857142857,140
95051,555.118234699039,2,707.305021261769,757.165696416749,794.054821389388,842.882934793047,889.023297491039,240
95054,604.380242311277,1,627.044252044252,644.169770690257,669.710806697108,683.610095582082,712.341536296291,33
95070,871.023263802865,18,813.587768432693,855.855855855856,895.595926231764,951.041666666667,997.942591806933,256
95076,NA,NA,287.556639944231,287.556639944231,287.556639944231,287.556639944231,287.556639944231,1
95110,392.737997118075,2,460.580573471411,501.32497365378,532.006920415225,598.247847076496,611.841033034539,49
95111,NA,NA,442.360728075014,468.553459119497,492.063492063492,507.461645746165,531.481481481482,161
95112,453.575240128068,5,466.378231092128,503.780830595035,529.90264255911,553.080787305386,602.983425414365,119
95115,NA,NA,753.676470588235,753.676470588235,753.676470588235,753.676470588235,753.676470588235,1
95116,378.947368421053,3,432.650015281956,451.702670267027,481.189851268591,498.970704671417,522.495800814781,89
95117,669.41783996116,2,628.048255393354,664.184308109294,682.458386683739,717.303559539052,740.501043841336,93
95118,529.313232830821,3,596.527969137504,617.857787077456,644.736842105263,659.789390114239,680.449085884354,248
95119,NA,NA,458.922785326279,511.213720316623,536.686932660078,567.835365853659,614.207699516978,56
95120,568.543381364371,12,558.6231678487,576.969525487599,596.491228070175,618.562570563499,643.428493792775,249
95121,442.477876106195,3,438.933333333333,455.192034139403,472.299168975069,486.833220796759,506.535947712418,121
95122,NA,NA,442.031316545394,459.319526627219,480.88112430626,503.246753246753,521.626914755405,156
95123,457.430918595967,1,457.502329320511,482.540059271723,510.687692174708,534.382471894538,564.829181985535,378
95124,582.770256410256,10,624.817073170732,654.130953103056,673.281558012222,707.36160188457,744.055632014479,410
95125,650,47,606.350015932304,637.347665421237,664.556962025316,696.820148259009,730.059523809524,429
95126,514.025465346066,6,543.311906948271,579.690831556503,610.709987966306,663.770053475936,708.061002178649,91
95127,398.583987415222,2,412.77539018865,442.694071459206,470.510181975737,496.615042196049,517.978972283913,288
95128,579.764238410596,5,577.202037240501,606.677287864008,652.063801673693,684.888680815647,716.67103155412,170
95129,720.301418439716,3,868.095302784484,906.131448218969,945.067926757236,998.818665091553,1069.11668166658,132
95130,931.178934769599,1,741.612713360801,771.294433266264,807.899461400359,836.680053547523,889.016897081413,91
95131,559.399209881292,4,519.629272114762,539.106532353291,563.457330415755,575.911483040975,637.499334546736,79
95132,NA,NA,521.925928737727,547.764090200806,574.484501389789,604.354748067604,636.11981887844,190
95133,NA,NA,448.723996723997,470.674189414682,483.217592592593,512.168163823074,531.603896818194,57
95134,NA,NA,747.40099009901,747.40099009901,747.40099009901,747.40099009901,747.40099009901,1
95135,481.835564053537,3,497.086592408184,510.095820116694,528.444498918305,548.945344979551,568.758643306258,98
95136,NA,NA,416.042685701285,443.11439850913,466.384009691096,486.400235829192,505.77720645445,187
95138,462.400747314339,1,462.400747314339,498.643147896879,518.145161290323,527.137042062415,541.847282427476,51
95139,NA,NA,447.027268663388,472.934472934473,507.839127471029,535.346602608099,554.428668018932,41
95140,NA,NA,420.23358520333,447.886783052747,475.539980902165,503.193178751583,530.846376601001,2
95141,NA,NA,395.764802631579,395.764802631579,395.764802631579,395.764802631579,395.764802631579,1
95148,NA,NA,445.551358708196,461.300892854061,486.335949391551,510.861488370862,533.520516983415,202
